hash_doc,gemma2-9b-it,llama3-70b-8192,llama3-8b-8192,mixtral-8x7b-32768
5359a8f70890,0.207272727,0.831386743,0.261666667,0.773329448
45439f4cdcd4,0.549090909,1.121063052,0.2175,0.421711406
8c604371f445,0.74,1.003722709,0.276666667,0.604327806
44b45c43161e,0.269090909,0.608624526,0.229166667,0.451300123
e955c85a818d,0.341818182,0.965667133,0.391666667,1.056712888
9cf44390c1e0,0.294545455,0.787043064,0.336666667,0.479305641
f2a2fc03865d,0.223636364,0.952515295,0.376666667,0.452494385
8ed5bf2c6460,0.470909091,0.812300735,0.280833333,0.575643108
63170414b2a4,0.26,0.683321699,0.316666667,0.624824374
725b8205d830,0.2,0.556094589,0.144166667,0.422116907
b76cd0cc1107,0.423636364,0.841694749,0.0025,0.569082239
ecf0c6373070,0.398181818,0.770580714,0.221666667,0.498460418
a31dfed8e457,0.334545455,0.721319787,0.256666667,0.315607886
cde838b93bf2,0.529090909,1.042734763,0.370833333,0.659346005
4287c5bdebd7,0.349090909,0.808260756,0.003333333,0.289352481
3fe4daa9999c,0.410909091,0.854290904,0.330833333,0.660412269
1b0eac613360,0.349090909,1.25088388,0.251666667,0.984587617
7e74cc05b23c,0.3,0.660910112,0.194166667,0.419905588
81fd553a42e8,0.314545455,0.819517186,0.31,0.53747582
4f960a086cc3,0.254545455,0.98242214,0.276666667,0.771950408
55525eacb03b,0.194545455,0.81158367,0.175,0.563655715
55ba865d2683,0.190909091,0.441587091,0.099166667,0.381519648
1b753053818b,0.376363636,0.64405366,0.360833333,0.584390671
ff86589b369c,0.229090909,0.982872197,0.330833333,0.955672474
949a9e9b10d3,0.28,0.694725752,0.516666667,0.527925014
9a88fc7b3e2d,0.263636364,0.637618128,0.241666667,0.589616176
98afe4a92d90,0.232941194,0.484825623,0.200833333,0.608919225
b761f0aa4c84,0.245454545,0.859081905,0.564166667,0.72167354
f98ca567211b,0.141818182,0.936033028,0.249166667,0.48689745
03d28eca0b9d,0.267272727,0.585052731,0.201666667,0.297428773
45732e1930a0,0.2,0.712957421,0.225833333,0.394407372
fedf9756a479,0.327272727,0.944232298,0.2675,0.569818801
e890e5acaa22,0.303636364,1.049339319,0.2725,0.61191132
12dabf02e082,0.332727273,1.043826375,0.355,0.408439833
c0c3c8f9a126,0.276363636,0.943357281,0.385833333,0.762817184
993882f469d5,0.805454545,0.783368552,0.265,0.80611275
495c0669e40f,0.352727273,0.831754365,0.371666667,0.716270439
eae6aee17c33,0.207272727,0.891062021,0.405,0.550639916
4147acd1d35e,0.345454545,0.800894919,0.413333333,0.34864559
7bff295c8576,0.298181818,0.83776369,0.296666667,0.624293192
12e82fb430da,0.225454545,0.628419685,0.385,0.452148218
3deba32bd8aa,0.169090909,0.728041376,0.1975,1.22382556
cd1e07d9e100,0.323636364,0.794597663,0.216666667,0.344040952
209ba1e69523,0.365454545,0.674857859,0.268333333,0.898614974
f7626330f3e5,0.389090909,0.785323188,0.285833333,0.810654298
e7b63f45fa00,0.201818182,0.823989754,0.2875,22.549577301
ef46afa2cbff,0.254545455,0.813660921,0.2975,1.0690981960000001
ad725cbfbd61,0.261818182,1.072442933,0.448333333,0.593256805
9c1a4bd0d170,0.250909091,0.765959237,0.225,0.322727289
a9c11a998bb3,0.472727273,0.522691272,0.235,0.475475188
eb470412c568,0.3,0.482587688,0.295833333,0.573230121
111b3d97c6d0,0.454545455,0.933016866,0.363333333,0.421672326
4533c83d76cb,0.381818182,0.969678217,0.22,0.586780828
73be31546d86,0.358181818,0.753463638,0.265833333,0.389048387
3ef7785fdbfe,0.229090909,1.075391151,0.2575,0.588706075
9d0467ce31fd,0.227272727,0.405307367,0.238333333,0.671436043
648ab715b158,0.289090909,0.658609971,0.230833333,0.413753291
7b4d2183f0a2,0.341818182,0.82765641,0.254166667,0.293320393
37eaa6830526,0.558181818,0.869227172,0.4,0.782041015
e390b0bb0934,0.385454545,0.347414913,0.21,0.442387689
e0c1f9d72c4c,0.345454545,1.14900294,0.343333333,0.367890361
92821d01d456,0.529090909,0.51675729,0.2725,0.496667561
1f19c117f6eb,0.247272727,0.727127844,0.173333333,0.395109891
4c0c0035fea2,0.321818182,0.600924843,0.24,0.395515081
d0580ea0d867,0.274545455,0.875742262,0.264166667,0.613287694
a61154c86920,0.418181818,0.597226403,0.1925,0.281874741
a0dc100358f9,0.352727273,0.946931011,0.315833333,0.363715199
2760d6620102,0.232727273,1.01206743,0.363333333,0.325196672
b87fc053adb3,0.336363636,0.738368758,0.27,0.49517687
6cea7a112bc0,0.427272727,0.774597718,0.2575,0.583929364
6150689aecd0,0.387272727,0.92875423,0.32,0.435568649
14771a3a668b,0.281818182,0.736949091,0.3075,0.537135213
4cf7be7f6166,0.294545455,0.856778181,0.414166667,0.70333587
e4b3ebf837d6,0.674545455,1.133153237,0.245,0.713938235
2ef9139721e2,0.270909091,0.5817308,0.354166667,0.700139484
af8c32d02618,0.463636364,0.736413722,0.3525,0.526467032
3b45baf15ccf,0.263636364,1.218630685,0.3725,0.597726275
