hash_doc,gemma2-9b-it,llama3-70b-8192,llama3-8b-8192,mixtral-8x7b-32768
5359a8f70890,0.8633553981781006,0.870288610458374,0.8830885291099548,0.8392481803894043
45439f4cdcd4,0.857367753982544,0.9202816486358643,0.908658504486084,0.9385792016983032
8c604371f445,0.8208884000778198,0.9200900793075562,0.8429245352745056,0.9150055646896362
44b45c43161e,0.7663533687591553,0.8959089517593384,0.7605913281440735,0.7942648530006409
e955c85a818d,0.7438514232635498,0.8163918256759644,0.7979987263679504,0.8504675626754761
9cf44390c1e0,0.7631613612174988,0.8355966806411743,0.8193807005882263,0.7828330397605896
f2a2fc03865d,0.7794289588928223,0.9130631685256958,0.8769626617431641,0.8960713744163513
8ed5bf2c6460,0.7714555859565735,0.8262176513671875,0.8622735142707825,0.8453396558761597
63170414b2a4,0.7835072875022888,0.8859080076217651,0.8588857650756836,0.8719522356987
725b8205d830,0.8081902265548706,0.8006299734115601,0.7888672351837158,0.7517709732055664
b76cd0cc1107,0.8464516401290894,0.8766858577728271,-0.02878536470234394,0.8957979679107666
ecf0c6373070,0.845285952091217,0.937829315662384,0.8867849111557007,0.8309230804443359
a31dfed8e457,0.9071400165557861,0.9198559522628784,0.9249619841575623,0.9163700342178345
cde838b93bf2,0.8909429311752319,0.9130873084068298,0.8854103088378906,0.8942058682441711
4287c5bdebd7,0.8312941789627075,0.8819245100021362,-0.04137972742319107,0.8958876132965088
3fe4daa9999c,0.8732782602310181,0.8948982954025269,0.9081358909606934,0.8783250451087952
1b0eac613360,0.8866607546806335,0.8140922784805298,0.8810046911239624,0.8957827091217041
7e74cc05b23c,0.8170188069343567,0.8527915477752686,0.8115757703781128,0.7649228572845459
81fd553a42e8,0.90473473072052,0.8164470195770264,0.8489851951599121,0.8926900029182434
4f960a086cc3,0.8571150898933411,0.8462784290313721,0.8373545408248901,0.8559526205062866
55525eacb03b,0.7438013553619385,0.8257205486297607,0.8934999704360962,0.8251809477806091
55ba865d2683,0.8324335813522339,0.8762993812561035,0.8375462293624878,0.872488260269165
1b753053818b,0.9104228019714355,0.9293256998062134,0.8828553557395935,0.843913197517395
ff86589b369c,0.8693140745162964,0.8612494468688965,0.8605441451072693,0.8163595795631409
949a9e9b10d3,0.9174208641052246,0.8703423142433167,0.8431051969528198,0.9162254333496094
9a88fc7b3e2d,0.896701455116272,0.9222185611724854,0.8672181367874146,0.9068107604980469
98afe4a92d90,0.8302032351493835,0.8677895665168762,0.8362845778465271,0.684151828289032
b761f0aa4c84,0.8894821405410767,0.8559190034866333,0.8770416378974915,0.9195122718811035
f98ca567211b,0.8116174936294556,0.8989778161048889,0.8482604026794434,0.8932739496231079
03d28eca0b9d,0.8231052160263062,0.7676481008529663,0.8373742699623108,0.9133379459381104
45732e1930a0,0.8142080307006836,0.8777703046798706,0.8522803783416748,0.8292833566665649
fedf9756a479,0.8492341041564941,0.871872067451477,0.874740719795227,0.8513787984848022
e890e5acaa22,0.8246423006057739,0.8470354080200195,0.810860812664032,0.8887413144111633
12dabf02e082,0.8396632075309753,0.8467458486557007,0.8158430457115173,0.7956110239028931
c0c3c8f9a126,0.9036582708358765,0.8443294763565063,0.8586786389350891,0.8570408225059509
993882f469d5,0.8139727711677551,0.916462779045105,0.8594350814819336,0.8832429051399231
495c0669e40f,0.8372812867164612,0.8431881666183472,0.8078862428665161,0.8565875291824341
eae6aee17c33,0.905860185623169,0.9241124391555786,0.8765836954116821,0.9024404287338257
4147acd1d35e,0.8423327207565308,0.8348187208175659,0.7987702488899231,0.8100560903549194
7bff295c8576,0.9021944403648376,0.8700590133666992,0.8554240465164185,0.8449928164482117
12e82fb430da,0.8106865286827087,0.824207603931427,0.8179384469985962,0.825253963470459
3deba32bd8aa,0.8522090315818787,0.7084720134735107,0.8716839551925659,0.7405216097831726
cd1e07d9e100,0.8673831224441528,0.8938333988189697,0.8577451109886169,0.8863471746444702
209ba1e69523,0.8653699159622192,0.910672128200531,0.9143778085708618,0.8397196531295776
f7626330f3e5,0.8799573183059692,0.8651720285415649,0.8719853162765503,0.8145331740379333
e7b63f45fa00,0.7861607074737549,0.8448187112808228,0.8749226331710815,0.8469469547271729
ef46afa2cbff,0.861304521560669,0.8578090667724609,0.8575289249420166,0.8815146088600159
ad725cbfbd61,0.7765244841575623,0.8620617389678955,0.8546539545059204,0.8092154264450073
9c1a4bd0d170,0.8557341694831848,0.8718504905700684,0.9285886287689209,0.8293142914772034
a9c11a998bb3,0.9102857708930969,0.8793752193450928,0.8926841616630554,0.9041244983673096
eb470412c568,0.8124410510063171,0.8040809631347656,0.7964560389518738,0.8088914752006531
111b3d97c6d0,0.9017218351364136,0.8872567415237427,0.8685195446014404,0.8315826058387756
4533c83d76cb,0.8496018648147583,0.8726590871810913,0.8129777312278748,0.8062406778335571
73be31546d86,0.8044188022613525,0.8684545755386353,0.7591672539710999,0.8578599691390991
3ef7785fdbfe,0.8473063707351685,0.848461389541626,0.8607525825500488,0.8919704556465149
9d0467ce31fd,0.7729833722114563,0.8332957029342651,0.8177348375320435,0.8779522776603699
648ab715b158,0.8952430486679077,0.8990397453308105,0.8470010757446289,0.8944658041000366
7b4d2183f0a2,0.8699986934661865,0.8965679407119751,0.8954734206199646,0.9155627489089966
37eaa6830526,0.8160046935081482,0.8048429489135742,0.7441554069519043,0.8265118598937988
e390b0bb0934,0.6742092370986938,0.9165785312652588,0.9020743370056152,0.8383708000183105
e0c1f9d72c4c,0.8481295704841614,0.8291316032409668,0.7780660390853882,0.8285130262374878
92821d01d456,0.830646812915802,0.8686678409576416,0.8321434855461121,0.8859572410583496
1f19c117f6eb,0.7122116088867188,0.8209832310676575,0.8147135972976685,0.8859678506851196
4c0c0035fea2,0.8483411073684692,0.9654543995857239,0.9394335746765137,0.8931476473808289
d0580ea0d867,0.8118289709091187,0.828693151473999,0.8009849786758423,0.8986191749572754
a61154c86920,0.7991690039634705,0.8627833724021912,0.8221569061279297,0.7824426889419556
a0dc100358f9,0.9037736654281616,0.8977631330490112,0.8433237075805664,0.9235185384750366
2760d6620102,0.8845314383506775,0.8663903474807739,0.8479245901107788,0.8854302167892456
b87fc053adb3,0.8592917919158936,0.8959705829620361,0.878364086151123,0.9009471535682678
6cea7a112bc0,0.8401435613632202,0.8592369556427002,0.8044315576553345,0.8063144683837891
6150689aecd0,0.905987560749054,0.8699406981468201,0.8479050993919373,0.9273895025253296
14771a3a668b,0.780487596988678,0.8344954252243042,0.8111302852630615,0.8385679721832275
4cf7be7f6166,0.8673357963562012,0.8846108913421631,0.8253147006034851,0.8256375193595886
e4b3ebf837d6,0.8044819831848145,0.8850089311599731,0.8519830703735352,0.8905094861984253
2ef9139721e2,0.8867009878158569,0.8077292442321777,0.8659366369247437,0.87004554271698
af8c32d02618,0.8360682725906372,0.9029870629310608,0.8598071336746216,0.883220911026001
3b45baf15ccf,0.8529424667358398,0.8363475203514099,0.8244553208351135,0.8373641967773438
